Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
2,6,35,6,36,0,Wait
2,6,36,6,37,0,Wait
2,6,38,6,39,0,Wait
2,6,39,6,40,0,Wait
2,6,40,6,41,0,Wait
2,6,41,6,42,0,Wait
2,6,42,6,43,0,Wait
2,6,43,6,44,0,Wait
2,6,44,6,45,0,Wait
2,6,45,6,46,0,Wait
2,6,50,6,51,0,Wait
2,6,51,6,52,0,Wait
2,6,55,6,56,0,Wait
2,6,56,6,57,0,Wait
2,6,57,6,58,0,Wait
2,6,58,6,59,0,Wait
2,6,62,6,63,0,Wait
2,6,66,6,67,0,Wait
2,6,71,6,72,0,Wait
3,7,25,7,26,5,Beautification
3,7,26,7,27,5,Beautification
3,8,0,8,1,5,Beautification
3,8,8,8,9,5,Beautification
3,8,9,8,10,5,Beautification
3,8,10,8,11,5,Beautification
3,8,62,8,63,5,Beautification
3,8,64,8,65,5,Beautification
3,6,21,6,24,10,Bring-to-Hotspot
3,7,27,7,30,10,Bring-to-Hotspot
3,7,30,7,33,10,Bring-to-Hotspot
3,7,33,7,36,10,Bring-to-Hotspot
3,7,36,7,39,10,Bring-to-Hotspot
3,7,39,7,42,10,Bring-to-Hotspot
3,8,1,8,4,10,Bring-to-Hotspot
3,8,5,8,8,10,Bring-to-Hotspot
3,8,12,8,15,10,Bring-to-Hotspot
3,8,43,8,46,10,Bring-to-Hotspot
3,8,48,8,51,10,Bring-to-Hotspot
3,8,52,8,55,10,Bring-to-Hotspot
3,8,55,8,58,10,Bring-to-Hotspot
3,8,58,8,61,10,Bring-to-Hotspot
3,8,65,8,68,10,Bring-to-Hotspot
3,8,68,8,71,10,Bring-to-Hotspot
3,6,24,7,25,-5,Move to zone 7
3,7,16,6,17,-5,Move to zone 6
3,7,42,8,43,-5,Move to zone 8
3,8,15,7,16,-5,Move to zone 7
3,6,17,6,18,0,Wait
3,6,18,6,19,0,Wait
3,6,19,6,20,0,Wait
3,6,20,6,21,0,Wait
3,8,4,8,5,0,Wait
3,8,11,8,12,0,Wait
3,8,46,8,47,0,Wait
3,8,47,8,48,0,Wait
3,8,51,8,52,0,Wait
3,8,61,8,62,0,Wait
3,8,63,8,64,0,Wait
3,8,71,8,72,0,Wait
4,1,27,1,28,5,Beautification
4,2,1,2,2,5,Beautification
4,2,5,2,6,5,Beautification
4,3,16,3,17,5,Beautification
4,3,17,3,18,5,Beautification
4,3,21,3,22,5,Beautification
4,3,57,3,58,5,Beautification
4,4,68,4,69,5,Beautification
4,1,28,1,31,10,Bring-to-Hotspot
4,1,31,1,34,10,Bring-to-Hotspot
4,2,2,2,5,10,Bring-to-Hotspot
4,2,6,2,9,10,Bring-to-Hotspot
4,2,9,2,12,10,Bring-to-Hotspot
4,2,12,2,15,10,Bring-to-Hotspot
4,2,23,2,26,10,Bring-to-Hotspot
4,3,18,3,21,10,Bring-to-Hotspot
4,3,36,3,39,10,Bring-to-Hotspot
4,3,42,3,45,10,Bring-to-Hotspot
4,3,45,3,48,10,Bring-to-Hotspot
4,3,48,3,51,10,Bring-to-Hotspot
4,3,51,3,54,10,Bring-to-Hotspot
4,3,54,3,57,10,Bring-to-Hotspot
4,4,59,4,62,10,Bring-to-Hotspot
4,4,62,4,65,10,Bring-to-Hotspot
4,4,65,4,68,10,Bring-to-Hotspot
4,4,69,4,72,10,Bring-to-Hotspot
4,1,34,3,36,-10,Move to zone 3
4,2,26,1,27,-5,Move to zone 1
4,2,15,3,16,-5,Move to zone 3
4,3,22,2,23,-5,Move to zone 2
4,3,58,4,59,-5,Move to zone 4
4,9,0,2,1,-5,Move to zone 2
4,3,39,3,40,0,Wait
4,3,40,3,41,0,Wait
4,3,41,3,42,0,Wait
5,9,56,9,57,5,Beautification
5,9,57,9,58,5,Beautification
5,11,6,11,7,5,Beautification
5,11,16,11,17,5,Beautification
5,11,27,11,28,5,Beautification
5,11,31,11,32,5,Beautification
5,11,32,11,33,5,Beautification
5,9,41,9,44,10,Bring-to-Hotspot
5,9,47,9,50,10,Bring-to-Hotspot
5,9,50,9,53,10,Bring-to-Hotspot
5,9,53,9,56,10,Bring-to-Hotspot
5,9,59,9,62,10,Bring-to-Hotspot
5,9,66,9,69,10,Bring-to-Hotspot
5,9,69,9,72,10,Bring-to-Hotspot
5,10,37,10,40,10,Bring-to-Hotspot
5,11,2,11,5,10,Bring-to-Hotspot
5,11,7,11,10,10,Bring-to-Hotspot
5,11,10,11,13,10,Bring-to-Hotspot
5,11,13,11,16,10,Bring-to-Hotspot
5,11,17,11,20,10,Bring-to-Hotspot
5,11,20,11,23,10,Bring-to-Hotspot
5,11,24,11,27,10,Bring-to-Hotspot
5,11,28,11,31,10,Bring-to-Hotspot
5,11,33,11,36,10,Bring-to-Hotspot
5,10,40,9,41,-5,Move to zone 9
5,11,36,10,37,-5,Move to zone 10
5,9,44,9,45,0,Wait
5,9,45,9,46,0,Wait
5,9,46,9,47,0,Wait
5,9,58,9,59,0,Wait
5,9,62,9,63,0,Wait
5,9,63,9,64,0,Wait
5,9,64,9,65,0,Wait
5,9,65,9,66,0,Wait
5,11,0,11,1,0,Wait
5,11,1,11,2,0,Wait
5,11,5,11,6,0,Wait
5,11,23,11,24,0,Wait
6,5,62,5,63,5,Beautification
6,5,66,5,67,5,Beautification
6,12,44,12,45,5,Beautification
6,12,55,12,56,5,Beautification
6,12,58,12,59,5,Beautification
6,13,0,13,1,5,Beautification
6,13,8,13,9,5,Beautification
6,13,12,13,13,5,Beautification
6,13,16,13,17,5,Beautification
6,5,63,5,66,10,Bring-to-Hotspot
6,5,67,5,70,10,Bring-to-Hotspot
6,12,29,12,32,10,Bring-to-Hotspot
6,12,32,12,35,10,Bring-to-Hotspot
6,12,41,12,44,10,Bring-to-Hotspot
6,12,45,12,48,10,Bring-to-Hotspot
6,12,48,12,51,10,Bring-to-Hotspot
6,12,51,12,54,10,Bring-to-Hotspot
6,13,1,13,4,10,Bring-to-Hotspot
6,13,4,13,7,10,Bring-to-Hotspot
6,13,9,13,12,10,Bring-to-Hotspot
6,13,13,13,16,10,Bring-to-Hotspot
6,13,17,13,20,10,Bring-to-Hotspot
6,13,20,13,23,10,Bring-to-Hotspot
6,13,23,13,26,10,Bring-to-Hotspot
6,5,70,12,71,-5,Move to zone 12
6,12,61,5,62,-5,Move to zone 5
6,13,26,12,27,-5,Move to zone 12
6,12,27,12,28,0,Wait
6,12,28,12,29,0,Wait
6,12,35,12,36,0,Wait
6,12,36,12,37,0,Wait
6,12,37,12,38,0,Wait
6,12,38,12,39,0,Wait
6,12,39,12,40,0,Wait
6,12,40,12,41,0,Wait
6,12,54,12,55,0,Wait
6,12,56,12,57,0,Wait
6,12,57,12,58,0,Wait
6,12,59,12,60,0,Wait
6,12,60,12,61,0,Wait
6,12,71,12,72,0,Wait
6,13,7,13,8,0,Wait
7,14,14,14,15,5,Beautification
7,14,18,14,19,5,Beautification
7,14,19,14,20,5,Beautification
7,15,0,15,1,5,Beautification
7,15,32,15,33,5,Beautification
7,15,33,15,34,5,Beautification
7,15,37,15,38,5,Beautification
7,16,61,16,62,5,Beautification
7,16,65,16,66,5,Beautification
7,14,2,14,5,10,Bring-to-Hotspot
7,14,5,14,8,10,Bring-to-Hotspot
7,14,8,14,11,10,Bring-to-Hotspot
7,14,11,14,14,10,Bring-to-Hotspot
7,14,15,14,18,10,Bring-to-Hotspot
7,14,21,14,24,10,Bring-to-Hotspot
7,15,25,15,28,10,Bring-to-Hotspot
7,15,29,15,32,10,Bring-to-Hotspot
7,15,34,15,37,10,Bring-to-Hotspot
7,15,38,15,41,10,Bring-to-Hotspot
7,15,41,15,44,10,Bring-to-Hotspot
7,15,44,15,47,10,Bring-to-Hotspot
7,15,48,15,51,10,Bring-to-Hotspot
7,15,51,15,54,10,Bring-to-Hotspot
7,15,54,15,57,10,Bring-to-Hotspot
7,16,58,16,61,10,Bring-to-Hotspot
7,16,62,16,65,10,Bring-to-Hotspot
7,16,66,16,69,10,Bring-to-Hotspot
7,16,69,16,72,10,Bring-to-Hotspot
7,14,24,15,25,-5,Move to zone 15
7,15,1,14,2,-5,Move to zone 14
7,15,57,16,58,-5,Move to zone 16
7,14,20,14,21,0,Wait
7,15,28,15,29,0,Wait
7,15,47,15,48,0,Wait
