Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
3,8,12,8,15,10,Bring-to-Hotspot
3,8,15,8,18,10,Bring-to-Hotspot
3,8,18,8,21,10,Bring-to-Hotspot
3,8,22,8,25,10,Bring-to-Hotspot
3,8,26,8,29,10,Bring-to-Hotspot
3,5,57,4,59,-10,Move to zone 4
3,6,56,5,57,-5,Move to zone 5
3,7,47,6,48,-5,Move to zone 6
3,8,30,7,31,-5,Move to zone 7
4,10,29,10,30,5,Beautification
4,10,39,10,40,5,Beautification
4,10,40,10,41,5,Beautification
4,10,44,10,45,5,Beautification
4,10,45,10,46,5,Beautification
4,10,64,10,65,5,Beautification
4,10,65,10,66,5,Beautification
4,11,3,11,4,5,Beautification
4,11,7,11,8,5,Beautification
4,11,17,11,18,5,Beautification
4,11,24,11,25,5,Beautification
4,10,30,10,33,10,Bring-to-Hotspot
4,10,33,10,36,10,Bring-to-Hotspot
4,10,36,10,39,10,Bring-to-Hotspot
4,10,41,10,44,10,Bring-to-Hotspot
4,10,46,10,49,10,Bring-to-Hotspot
4,10,49,10,52,10,Bring-to-Hotspot
4,10,52,10,55,10,Bring-to-Hotspot
4,10,55,10,58,10,Bring-to-Hotspot
4,10,58,10,61,10,Bring-to-Hotspot
4,10,61,10,64,10,Bring-to-Hotspot
4,10,66,10,69,10,Bring-to-Hotspot
4,10,69,10,72,10,Bring-to-Hotspot
4,11,0,11,3,10,Bring-to-Hotspot
4,11,4,11,7,10,Bring-to-Hotspot
4,11,8,11,11,10,Bring-to-Hotspot
4,11,11,11,14,10,Bring-to-Hotspot
4,11,14,11,17,10,Bring-to-Hotspot
4,11,18,11,21,10,Bring-to-Hotspot
4,11,21,11,24,10,Bring-to-Hotspot
4,11,25,11,28,10,Bring-to-Hotspot
4,11,28,10,29,-5,Move to zone 10
5,14,40,14,41,5,Beautification
5,14,44,14,45,5,Beautification
5,15,46,15,47,5,Beautification
5,15,47,15,48,5,Beautification
5,15,69,15,70,5,Beautification
5,15,70,15,71,5,Beautification
5,16,4,16,5,5,Beautification
5,14,19,14,22,10,Bring-to-Hotspot
5,14,22,14,25,10,Bring-to-Hotspot
5,14,25,14,28,10,Bring-to-Hotspot
5,14,28,14,31,10,Bring-to-Hotspot
5,14,31,14,34,10,Bring-to-Hotspot
5,14,34,14,37,10,Bring-to-Hotspot
5,15,48,15,51,10,Bring-to-Hotspot
5,15,51,15,54,10,Bring-to-Hotspot
5,15,54,15,57,10,Bring-to-Hotspot
5,15,57,15,60,10,Bring-to-Hotspot
5,15,60,15,63,10,Bring-to-Hotspot
5,15,63,15,66,10,Bring-to-Hotspot
5,15,66,15,69,10,Bring-to-Hotspot
5,16,1,16,4,10,Bring-to-Hotspot
5,16,5,16,8,10,Bring-to-Hotspot
5,16,8,16,11,10,Bring-to-Hotspot
5,16,11,16,14,10,Bring-to-Hotspot
5,14,45,15,46,-5,Move to zone 15
5,15,18,14,19,-5,Move to zone 14
5,15,0,16,1,-5,Move to zone 16
5,16,17,15,18,-5,Move to zone 15
5,14,37,14,38,0,Wait
5,14,38,14,39,0,Wait
5,14,39,14,40,0,Wait
5,14,41,14,42,0,Wait
5,14,42,14,43,0,Wait
5,14,43,14,44,0,Wait
5,15,71,15,72,0,Wait
5,16,14,16,15,0,Wait
5,16,15,16,16,0,Wait
5,16,16,16,17,0,Wait
