Beautificator,Zone_From,Time_From,Zone_To,Time_To,Profit,Action
3,6,23,6,26,10,Bring-to-Hotspot
3,6,26,6,29,10,Bring-to-Hotspot
3,6,29,6,32,10,Bring-to-Hotspot
3,6,33,6,36,10,Bring-to-Hotspot
3,5,0,6,1,-5,Move to zone 6
3,6,36,5,37,-5,Move to zone 5
3,5,40,5,41,0,Wait
3,5,51,5,52,0,Wait
3,5,52,5,53,0,Wait
3,5,53,5,54,0,Wait
3,5,54,5,55,0,Wait
3,5,55,5,56,0,Wait
3,5,56,5,57,0,Wait
3,5,57,5,58,0,Wait
3,5,58,5,59,0,Wait
3,5,66,5,67,0,Wait
3,5,67,5,68,0,Wait
3,6,15,6,16,0,Wait
4,7,61,7,62,5,Beautification
4,7,71,7,72,5,Beautification
4,8,0,8,1,5,Beautification
4,8,1,8,2,5,Beautification
4,8,28,8,29,5,Beautification
4,8,32,8,33,5,Beautification
4,8,34,8,35,5,Beautification
4,8,36,8,37,5,Beautification
4,7,52,7,55,10,Bring-to-Hotspot
4,7,55,7,58,10,Bring-to-Hotspot
4,7,58,7,61,10,Bring-to-Hotspot
4,7,62,7,65,10,Bring-to-Hotspot
4,7,65,7,68,10,Bring-to-Hotspot
4,7,68,7,71,10,Bring-to-Hotspot
4,8,2,8,5,10,Bring-to-Hotspot
4,8,5,8,8,10,Bring-to-Hotspot
4,8,10,8,13,10,Bring-to-Hotspot
4,8,13,8,16,10,Bring-to-Hotspot
4,8,16,8,19,10,Bring-to-Hotspot
4,8,19,8,22,10,Bring-to-Hotspot
4,8,22,8,25,10,Bring-to-Hotspot
4,8,25,8,28,10,Bring-to-Hotspot
4,8,29,8,32,10,Bring-to-Hotspot
4,8,39,8,42,10,Bring-to-Hotspot
4,8,43,8,46,10,Bring-to-Hotspot
4,8,47,8,50,10,Bring-to-Hotspot
4,8,51,7,52,-5,Move to zone 7
4,8,8,8,9,0,Wait
4,8,9,8,10,0,Wait
4,8,33,8,34,0,Wait
4,8,35,8,36,0,Wait
4,8,37,8,38,0,Wait
4,8,38,8,39,0,Wait
4,8,42,8,43,0,Wait
4,8,46,8,47,0,Wait
4,8,50,8,51,0,Wait
5,9,9,9,10,5,Beautification
5,9,28,9,29,5,Beautification
5,9,30,9,31,5,Beautification
5,14,39,14,40,5,Beautification
5,14,40,14,41,5,Beautification
5,14,70,14,71,5,Beautification
5,9,0,9,3,10,Bring-to-Hotspot
5,9,3,9,6,10,Bring-to-Hotspot
5,9,6,9,9,10,Bring-to-Hotspot
5,9,12,9,15,10,Bring-to-Hotspot
5,9,15,9,18,10,Bring-to-Hotspot
5,9,18,9,21,10,Bring-to-Hotspot
5,9,21,9,24,10,Bring-to-Hotspot
5,9,24,9,27,10,Bring-to-Hotspot
5,14,36,14,39,10,Bring-to-Hotspot
5,14,43,14,46,10,Bring-to-Hotspot
5,14,46,14,49,10,Bring-to-Hotspot
5,14,50,14,53,10,Bring-to-Hotspot
5,14,54,14,57,10,Bring-to-Hotspot
5,14,60,14,63,10,Bring-to-Hotspot
5,14,63,14,66,10,Bring-to-Hotspot
5,9,32,14,34,-10,Move to zone 14
5,9,10,9,11,0,Wait
5,9,11,9,12,0,Wait
5,9,27,9,28,0,Wait
5,9,29,9,30,0,Wait
5,9,31,9,32,0,Wait
5,14,34,14,35,0,Wait
5,14,35,14,36,0,Wait
5,14,41,14,42,0,Wait
5,14,42,14,43,0,Wait
5,14,49,14,50,0,Wait
5,14,53,14,54,0,Wait
5,14,57,14,58,0,Wait
5,14,58,14,59,0,Wait
5,14,59,14,60,0,Wait
5,14,66,14,67,0,Wait
5,14,67,14,68,0,Wait
5,14,68,14,69,0,Wait
5,14,69,14,70,0,Wait
5,14,71,14,72,0,Wait
6,10,44,10,45,5,Beautification
6,10,48,10,49,5,Beautification
6,10,55,10,56,5,Beautification
6,10,62,10,63,5,Beautification
6,11,6,11,7,5,Beautification
6,11,7,11,8,5,Beautification
6,11,17,11,18,5,Beautification
6,11,21,11,22,5,Beautification
6,11,22,11,23,5,Beautification
6,11,29,11,30,5,Beautification
6,10,45,10,48,10,Bring-to-Hotspot
6,10,49,10,52,10,Bring-to-Hotspot
6,10,52,10,55,10,Bring-to-Hotspot
6,10,56,10,59,10,Bring-to-Hotspot
6,10,59,10,62,10,Bring-to-Hotspot
6,10,63,10,66,10,Bring-to-Hotspot
6,10,66,10,69,10,Bring-to-Hotspot
6,10,69,10,72,10,Bring-to-Hotspot
6,11,0,11,3,10,Bring-to-Hotspot
6,11,3,11,6,10,Bring-to-Hotspot
6,11,8,11,11,10,Bring-to-Hotspot
6,11,11,11,14,10,Bring-to-Hotspot
6,11,14,11,17,10,Bring-to-Hotspot
6,11,18,11,21,10,Bring-to-Hotspot
6,11,26,11,29,10,Bring-to-Hotspot
6,11,32,11,35,10,Bring-to-Hotspot
6,11,36,11,39,10,Bring-to-Hotspot
6,11,39,11,42,10,Bring-to-Hotspot
6,11,43,10,44,-5,Move to zone 10
6,11,23,11,24,0,Wait
6,11,24,11,25,0,Wait
6,11,25,11,26,0,Wait
6,11,30,11,31,0,Wait
6,11,31,11,32,0,Wait
6,11,35,11,36,0,Wait
6,11,42,11,43,0,Wait
7,12,49,12,50,5,Beautification
7,12,59,12,60,5,Beautification
7,12,67,12,68,5,Beautification
7,13,5,13,6,5,Beautification
7,13,9,13,10,5,Beautification
7,13,30,13,31,5,Beautification
7,13,34,13,35,5,Beautification
7,12,46,12,49,10,Bring-to-Hotspot
7,12,50,12,53,10,Bring-to-Hotspot
7,12,53,12,56,10,Bring-to-Hotspot
7,12,56,12,59,10,Bring-to-Hotspot
7,12,60,12,63,10,Bring-to-Hotspot
7,12,63,12,66,10,Bring-to-Hotspot
7,12,69,12,72,10,Bring-to-Hotspot
7,13,1,13,4,10,Bring-to-Hotspot
7,13,11,13,14,10,Bring-to-Hotspot
7,13,18,13,21,10,Bring-to-Hotspot
7,13,21,13,24,10,Bring-to-Hotspot
7,13,24,13,27,10,Bring-to-Hotspot
7,13,31,13,34,10,Bring-to-Hotspot
7,13,39,13,42,10,Bring-to-Hotspot
7,13,42,13,45,10,Bring-to-Hotspot
7,13,45,12,46,-5,Move to zone 12
7,12,66,12,67,0,Wait
7,12,68,12,69,0,Wait
7,13,0,13,1,0,Wait
7,13,4,13,5,0,Wait
7,13,6,13,7,0,Wait
7,13,7,13,8,0,Wait
7,13,8,13,9,0,Wait
7,13,10,13,11,0,Wait
7,13,14,13,15,0,Wait
7,13,15,13,16,0,Wait
7,13,16,13,17,0,Wait
7,13,17,13,18,0,Wait
7,13,27,13,28,0,Wait
7,13,28,13,29,0,Wait
7,13,29,13,30,0,Wait
7,13,35,13,36,0,Wait
7,13,36,13,37,0,Wait
7,13,37,13,38,0,Wait
7,13,38,13,39,0,Wait
8,4,60,4,61,5,Beautification
8,15,0,15,1,5,Beautification
8,15,1,15,2,5,Beautification
8,15,8,15,9,5,Beautification
8,15,12,15,13,5,Beautification
8,15,25,15,26,5,Beautification
8,16,42,16,43,5,Beautification
8,16,43,16,44,5,Beautification
8,16,44,16,45,5,Beautification
8,4,54,4,57,10,Bring-to-Hotspot
8,4,57,4,60,10,Bring-to-Hotspot
8,4,63,4,66,10,Bring-to-Hotspot
8,4,66,4,69,10,Bring-to-Hotspot
8,4,69,4,72,10,Bring-to-Hotspot
8,15,2,15,5,10,Bring-to-Hotspot
8,15,5,15,8,10,Bring-to-Hotspot
8,15,9,15,12,10,Bring-to-Hotspot
8,15,13,15,16,10,Bring-to-Hotspot
8,15,16,15,19,10,Bring-to-Hotspot
8,15,19,15,22,10,Bring-to-Hotspot
8,15,22,15,25,10,Bring-to-Hotspot
8,15,26,15,29,10,Bring-to-Hotspot
8,15,29,15,32,10,Bring-to-Hotspot
8,15,32,15,35,10,Bring-to-Hotspot
8,16,36,16,39,10,Bring-to-Hotspot
8,16,39,16,42,10,Bring-to-Hotspot
8,16,45,16,48,10,Bring-to-Hotspot
8,16,48,16,51,10,Bring-to-Hotspot
8,11,53,4,54,-5,Move to zone 4
8,15,35,16,36,-5,Move to zone 16
8,16,51,11,53,-10,Move to zone 11
8,4,61,4,62,0,Wait
8,4,62,4,63,0,Wait
